# key|artist|title|genreColor|googleDriveId
# The last parameter should be the song's URL. If it does not start with 'http', it will be parsed as a YouTube ID.
# Newlines are denoted with <br>
# Prefixing a character with ^ will force it to be lowercase
triumph|WRLD|Triumph|Future Bass|0B8_nDMQp-qqCS2N0Tkl1NkRHMWM
